Away Team,City,Home Team,Match Date,Match ID,Match Referee,Player Of Match,Season,Team Gender,Toss Decision,Toss Winner,TV Umpire,Umpire,Venue,Winner,Number of Records,Winner Runs
Pakistan,Johannesburg,South Africa,14-02-2007,250672,BC Broad,SM Pollock,2006/07,male,bat,Pakistan,KH Hurter,"RE Koertzen,RB Tiffin",New Wanderers Stadium,South Africa,1,
Sri Lanka,Margao,India,14-02-2007,267715,AG Hurst,Z Khan,2006/07,male,bat,Sri Lanka,SL Shastri,"AM Saheba,SJA Taufel","""Nehru Stadium",India,1,
Australia,Wellington,New Zealand,16-02-2007,251494,MJ Procter,SE Bond,2006/07,male,field,New Zealand,GAV Baxter,"Aleem Dar,BF Bowden",Westpac Stadium,New Zealand,1,
Sri Lanka,Visakhapatnam,India,17-02-2007,267713,AG Hurst,LPC Silva,2006/07,male,field,India,SL Shastri,"AM Saheba,SJA Taufel",Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,India,1,
Australia,Auckland,New Zealand,18-02-2007,251495,MJ Procter,LRPL Taylor,2006/07,male,field,New Zealand,BF Bowden,"Aleem Dar,AL Hill",Eden Park,New Zealand,1,
Australia,Hamilton,New Zealand,20-02-2007,251496,MJ Procter,ML Hayden,2006/07,male,bat,Australia,AL Hill,"Aleem Dar,GAV Baxter",Seddon Park,New Zealand,1,
Pakistan,Jamaica,West Indies,13-03-2007,247457,BC Broad,DR Smith,2006/07,male,field,Pakistan,BG Jerling,"BF Bowden,SJA Taufel","""Sabina Park",West Indies,1,54
New Zealand,St Lucia,England,16-03-2007,247463,MJ Procter,SB Styris,2006/07,male,field,New Zealand,PD Parker,"Asad Rauf,RE Koertzen","""Beausejour Stadium",New Zealand,1,
India,Trinidad,Bangladesh,17-03-2007,247464,AG Hurst,Mashrafe Mortaza,2006/07,male,bat,India,IL Howell,"Aleem Dar,SJ Davis","""Queen's Park Oval",Bangladesh,1,
Zimbabwe,Jamaica,West Indies,19-03-2007,247469,RS Mahanama,SC Williams,2006/07,male,field,West Indies,BF Bowden,"IJ Gould,SJA Taufel","""Sabina Park",West Indies,1,
Sri Lanka,Trinidad,Bangladesh,21-03-2007,247472,JJ Crowe,ST Jayasuriya,2006/07,male,field,Bangladesh,IL Howell,"SJ Davis,DJ Harper","""Queen's Park Oval",Sri Lanka,1,198
Zimbabwe,Jamaica,Pakistan,21-03-2007,247473,BC Broad,Imran Nazir,2006/07,male,field,Zimbabwe,IJ Gould,"BG Jerling,SJA Taufel","""Sabina Park",Pakistan,1,93
Sri Lanka,Trinidad,India,23-03-2007,247476,JJ Crowe,M Muralitharan,2006/07,male,field,India,SJ Davis,"Aleem Dar,DJ Harper","""Queen's Park Oval",Sri Lanka,1,69
South Africa,St Kitts,Australia,24-03-2007,247478,RS Madugalle,ML Hayden,2006/07,male,field,South Africa,AL Hill,"MR Benson,SA Bucknor","""Warner Park",Australia,1,83
Australia,Antigua,West Indies,27-03-2007,247481,BC Broad,ML Hayden,2006/07,male,field,West Indies,BF Bowden,"Aleem Dar,Asad Rauf","""Sir Vivian Richards Stadium",Australia,1,103
Sri Lanka,Guyana,South Africa,28-03-2007,247482,JJ Crowe,"CK Langeveldt,SL Malinga",2006/07,male,bat,Sri Lanka,MR Benson,"SA Bucknor,DJ Harper",Providence Stadium,South Africa,1,
New Zealand,Antigua,West Indies,29-03-2007,247483,MJ Procter,JDP Oram,2006/07,male,field,New Zealand,Aleem Dar,"Asad Rauf,RE Koertzen","""Sir Vivian Richards Stadium",New Zealand,1,
Bangladesh,Antigua,Australia,31-03-2007,247485,BC Broad,GD McGrath,2006/07,male,field,Australia,RE Koertzen,"Aleem Dar,BF Bowden","""Sir Vivian Richards Stadium",Australia,1,
Sri Lanka,Guyana,West Indies,01-04-2007,247486,JJ Crowe,ST Jayasuriya,2006/07,male,field,West Indies,SJA Taufel,"MR Benson,DJ Harper",Providence Stadium,Sri Lanka,1,113
New Zealand,Antigua,Bangladesh,02-04-2007,247487,MJ Procter,SE Bond,2006/07,male,field,New Zealand,Asad Rauf,"Aleem Dar,RE Koertzen","""Sir Vivian Richards Stadium",New Zealand,1,
Sri Lanka,Antigua,England,04-04-2007,247489,JJ Crowe,RS Bopara,2006/07,male,field,England,RE Koertzen,"Asad Rauf,BF Bowden","""Sir Vivian Richards Stadium",Sri Lanka,1,2
South Africa,Guyana,Bangladesh,07-04-2007,247490,BC Broad,Mohammad Ashraful,2006/07,male,field,South Africa,SA Bucknor,"MR Benson,BR Doctrove",Providence Stadium,Bangladesh,1,67
England,Antigua,Australia,08-04-2007,247491,MJ Procter,SW Tait,2006/07,male,bat,England,Asad Rauf,"BF Bowden,RE Koertzen","""Sir Vivian Richards Stadium",Australia,1,
South Africa,Grenada,West Indies,10-04-2007,247493,BC Broad,AB de Villiers,2006/07,male,field,West Indies,Aleem Dar,"MR Benson,DJ Harper","""National Cricket Stadium",South Africa,1,67
England,Barbados,Bangladesh,11-04-2007,247494,JJ Crowe,SI Mahmood,2006/07,male,field,England,RE Koertzen,"SA Bucknor,SJA Taufel","""Kensington Oval",England,1,
Sri Lanka,Grenada,New Zealand,12-04-2007,247495,MJ Procter,WPUJC Vaas,2006/07,male,bat,New Zealand,Aleem Dar,"Asad Rauf,BR Doctrove","""National Cricket Stadium",Sri Lanka,1,
South Africa,Grenada,New Zealand,14-04-2007,247497,BC Broad,CD McMillan,2006/07,male,field,New Zealand,BR Doctrove,"MR Benson,DJ Harper","""National Cricket Stadium",New Zealand,1,
Sri Lanka,Grenada,Australia,16-04-2007,247499,MJ Procter,NW Bracken,2006/07,male,bat,Sri Lanka,MR Benson,"Aleem Dar,BR Doctrove","""National Cricket Stadium",Australia,1,
South Africa,Barbados,England,17-04-2007,247500,RS Madugalle,AJ Hall,2006/07,male,bat,England,BF Bowden,"SA Bucknor,SJA Taufel","""Kensington Oval",South Africa,1,
Bangladesh,Barbados,West Indies,19-04-2007,247502,JJ Crowe,RR Sarwan,2006/07,male,field,Bangladesh,SJA Taufel,"BF Bowden,RE Koertzen","""Kensington Oval",West Indies,1,99
New Zealand,Grenada,Australia,20-04-2007,247503,MJ Procter,ML Hayden,2006/07,male,bat,Australia,BR Doctrove,"Aleem Dar,Asad Rauf","""National Cricket Stadium",Australia,1,215
England,Barbados,West Indies,21-04-2007,247504,RS Madugalle,KP Pietersen,2006/07,male,field,England,BF Bowden,"RE Koertzen,SJA Taufel","""Kensington Oval",England,1,
Sri Lanka,Jamaica,New Zealand,24-04-2007,247505,MJ Procter,DPMD Jayawardene,2006/07,male,bat,Sri Lanka,DJ Harper,"RE Koertzen,SJA Taufel","""Sabina Park",Sri Lanka,1,81
South Africa,St Lucia,Australia,25-04-2007,247506,JJ Crowe,GD McGrath,2006/07,male,bat,South Africa,BF Bowden,"Aleem Dar,SA Bucknor","""Beausejour Stadium",Australia,1,
Sri Lanka,Barbados,Australia,28-04-2007,247507,JJ Crowe,AC Gilchrist,2006/07,male,bat,Australia,RE Koertzen,"Aleem Dar,SA Bucknor","""Kensington Oval",Australia,1,53
India,Mirpur,Bangladesh,10-05-2007,282688,RS Mahanama,MS Dhoni,2007,male,bat,Bangladesh,AFM Akhtaruddin,"EAR de Silva,Nadir Shah",Shere Bangla National Stadium,India,1,
India,Mirpur,Bangladesh,12-05-2007,282689,RS Mahanama,G Gambhir,2007,male,bat,India,AFM Akhtaruddin,"EAR de Silva,Enamul Haque",Shere Bangla National Stadium,India,1,46
South Africa,Belfast,India,26-06-2007,293076,AG Hurst,JH Kallis,2007,male,field,South Africa,BF Bowden,"Aleem Dar,MR Benson","""Civil Service Cricket Club",South Africa,1,
West Indies,London,England,28-06-2007,258463,MJ Procter,PD Collingwood,2007,male,bat,West Indies,IJ Gould,"PJ Hartley,NJ Llong",Kennington Oval,West Indies,1,15
West Indies,London,England,29-06-2007,258464,MJ Procter,OA Shah,2007,male,bat,West Indies,PJ Hartley,"IJ Gould,NJ Llong",Kennington Oval,England,1,
South Africa,Belfast,India,29-06-2007,293077,AG Hurst,SR Tendulkar,2007,male,field,India,Aleem Dar,"MR Benson,BF Bowden","""Civil Service Cricket Club",India,1,
South Africa,Belfast,India,01-07-2007,293078,AG Hurst,Yuvraj Singh,2007,male,field,India,BF Bowden,"Aleem Dar,MR Benson","""Civil Service Cricket Club",India,1,
West Indies,London,England,01-07-2007,258465,MJ Procter,FH Edwards,2007,male,field,West Indies,PJ Hartley,"BG Jerling,NJ Llong",Lord's,England,1,79
West Indies,Birmingham,England,04-07-2007,258466,MJ Procter,S Chanderpaul,2007,male,field,England,NA Mallender,"BG Jerling,NJ Llong",Edgbaston,West Indies,1,61
West Indies,Nottingham,England,07-07-2007,258467,MJ Procter,DBL Powell,2007,male,bat,West Indies,PJ Hartley,"MR Benson,BG Jerling",Trent Bridge,West Indies,1,93
Bangladesh,Colombo,Sri Lanka,20-07-2007,293481,JJ Crowe,CRD Fernando,2007,male,field,Bangladesh,TH Wijewardene,"EAR de Silva,RE Koertzen",P Saravanamuttu Stadium,Sri Lanka,1,70
Bangladesh,Colombo,Sri Lanka,23-07-2007,293482,JJ Crowe,ST Jayasuriya,2007,male,field,Sri Lanka,REJ Martinesz,"RE Koertzen,TH Wijewardene",R Premadasa Stadium,Sri Lanka,1,
Bangladesh,Colombo,Sri Lanka,25-07-2007,293483,JJ Crowe,J Mubarak,2007,male,field,Bangladesh,REJ Martinesz,"EAR de Silva,RE Koertzen",R Premadasa Stadium,Sri Lanka,1,39
India,Southampton,England,21-08-2007,258471,RS Mahanama,IR Bell,2007,male,field,India,IJ Gould,"MR Benson,BR Doctrove",The Rose Bowl,England,1,104
South Africa,Bulawayo,Zimbabwe,22-08-2007,300486,J Srinath,GB Brent,2007,male,bat,Zimbabwe,ID Robinson,"SJ Davis,RB Tiffin",Queens Sports Club,South Africa,1,
India,Bristol,England,24-08-2007,258472,RS Mahanama,R Dravid,2007,male,bat,India,NJ Llong,"BR Doctrove,IJ Gould",County Ground,India,1,9
South Africa,,Zimbabwe,25-08-2007,300487,J Srinath,HH Gibbs,2007,male,field,South Africa,KC Barbour,"SJ Davis,RB Tiffin",Harare Sports Club,South Africa,1,
South Africa,,Zimbabwe,26-08-2007,300488,J Srinath,AB de Villiers,2007,male,bat,South Africa,ID Robinson,"KC Barbour,SJ Davis",Harare Sports Club,South Africa,1,28
India,Birmingham,England,27-08-2007,258473,RS Mahanama,IR Bell,2007,male,field,India,PJ Hartley,"MR Benson,BR Doctrove",Edgbaston,England,1,42
India,Manchester,England,30-08-2007,258474,RS Mahanama,SCJ Broad,2007,male,bat,India,MR Benson,"Aleem Dar,IJ Gould",Old Trafford,England,1,
India,Leeds,England,02-09-2007,258475,RS Mahanama,SC Ganguly,2007,male,field,England,IJ Gould,"Aleem Dar,NJ Llong",Headingley,India,1,38
Pakistan,Nairobi,Bangladesh,02-09-2007,306989,MJ Procter,Imran Nazir,2007/08,male,field,Bangladesh,,"R D'Mello,SR Modi",Gymkhana Club Ground,Pakistan,1,30
India,London,England,05-09-2007,258476,RS Mahanama,SR Tendulkar,2007,male,bat,England,IJ Gould,"Aleem Dar,PJ Hartley",Kennington Oval,India,1,
India,London,England,08-09-2007,258477,RS Mahanama,KP Pietersen,2007,male,bat,India,PJ Hartley,"Aleem Dar,IJ Gould",Lord's,England,1,
West Indies,Johannesburg,South Africa,11-09-2007,287853,BC Broad,CH Gayle,2007/08,male,field,South Africa,NJ Llong,"MR Benson,DJ Harper",New Wanderers Stadium,South Africa,1,
Zimbabwe,Cape Town,Australia,12-09-2007,287856,RS Madugalle,BRM Taylor,2007/08,male,bat,Australia,IL Howell,"Asad Rauf,AL Hill",Newlands,Zimbabwe,1,
Zimbabwe,Cape Town,England,13-09-2007,287858,RS Madugalle,KP Pietersen,2007/08,male,bat,England,IL Howell,"Asad Rauf,AL Hill",Newlands,England,1,50
West Indies,Johannesburg,Bangladesh,13-09-2007,287857,BC Broad,Mohammad Ashraful,2007/08,male,field,Bangladesh,DJ Harper,"MR Benson,NJ Llong",New Wanderers Stadium,Bangladesh,1,
England,Cape Town,Australia,14-09-2007,287861,RS Madugalle,NW Bracken,2007/08,male,bat,England,AL Hill,"Asad Rauf,IL Howell",Newlands,Australia,1,
Pakistan,Durban,India,14-09-2007,287862,MJ Procter,Mohammad Asif,2007/08,male,field,Pakistan,SJ Davis,"BR Doctrove,SJA Taufel",Kingsmead,,1,
Sri Lanka,Johannesburg,New Zealand,15-09-2007,287863,BC Broad,ST Jayasuriya,2007/08,male,bat,New Zealand,NJ Llong,"MR Benson,DJ Harper",New Wanderers Stadium,Sri Lanka,1,
Bangladesh,Cape Town,South Africa,15-09-2007,287864,RS Madugalle,M Morkel,2007/08,male,field,South Africa,IL Howell,"Asad Rauf,AL Hill",Newlands,South Africa,1,
Bangladesh,Cape Town,Australia,16-09-2007,287866,RS Madugalle,B Lee,2007/08,male,field,Australia,AL Hill,"Asad Rauf,IL Howell",Newlands,Australia,1,
England,Cape Town,South Africa,16-09-2007,287867,RS Madugalle,JA Morkel,2007/08,male,field,England,IL Howell,"Asad Rauf,AL Hill",Newlands,South Africa,1,19
New Zealand,Johannesburg,India,16-09-2007,287865,BC Broad,DL Vettori,2007/08,male,field,India,DJ Harper,"MR Benson,NJ Llong",New Wanderers Stadium,New Zealand,1,10
Sri Lanka,Johannesburg,Pakistan,17-09-2007,287868,BC Broad,Younis Khan,2007/08,male,field,Sri Lanka,MR Benson,"DJ Harper,NJ Llong",New Wanderers Stadium,Pakistan,1,33
New Zealand,Durban,England,18-09-2007,287869,MJ Procter,CD McMillan,2007/08,male,field,England,SJ Davis,"BR Doctrove,SJA Taufel",Kingsmead,New Zealand,1,5
Pakistan,Johannesburg,Australia,18-09-2007,287870,BC Broad,Misbah-ul-Haq,2007/08,male,field,Pakistan,DJ Harper,"MR Benson,NJ Llong",New Wanderers Stadium,Pakistan,1,
Sri Lanka,Johannesburg,Bangladesh,18-09-2007,287871,BC Broad,CRD Fernando,2007/08,male,field,Bangladesh,NJ Llong,"MR Benson,DJ Harper",New Wanderers Stadium,Sri Lanka,1,64
India,Durban,England,19-09-2007,287873,RS Madugalle,Yuvraj Singh,2007/08,male,bat,India,SJ Davis,"BR Doctrove,SJA Taufel",Kingsmead,India,1,18
New Zealand,Durban,South Africa,19-09-2007,287872,RS Madugalle,JM Kemp,2007/08,male,field,South Africa,SJ Davis,"BR Doctrove,SJA Taufel",Kingsmead,South Africa,1,
India,Durban,South Africa,20-09-2007,287876,RS Madugalle,RG Sharma,2007/08,male,bat,India,SJ Davis,"BR Doctrove,SJA Taufel",Kingsmead,India,1,37
Pakistan,Cape Town,Bangladesh,20-09-2007,287875,MJ Procter,Junaid Siddique,2007/08,male,field,Pakistan,Asad Rauf,"AL Hill,IL Howell",Newlands,Pakistan,1,
Sri Lanka,Cape Town,Australia,20-09-2007,287874,RS Madugalle,SR Clark,2007/08,male,field,Australia,AL Hill,"Asad Rauf,IL Howell",Newlands,Australia,1,
India,Durban,Australia,22-09-2007,287878,BC Broad,Yuvraj Singh,2007/08,male,bat,India,BR Doctrove,"Asad Rauf,MR Benson",Kingsmead,India,1,15
Pakistan,Cape Town,New Zealand,22-09-2007,287877,MJ Procter,Umar Gul,2007/08,male,bat,New Zealand,IL Howell,"DJ Harper,SJA Taufel",Newlands,Pakistan,1,
Pakistan,Johannesburg,India,24-09-2007,287879,RS Madugalle,IK Pathan,2007/08,male,bat,India,DJ Harper,"MR Benson,SJA Taufel",New Wanderers Stadium,India,1,5
Australia,Bangalore,India,29-09-2007,297793,BC Broad,,2007/08,male,bat,Australia,AM Saheba,"SA Bucknor,SL Shastri",M Chinnaswamy Stadium,,1,
England,,Sri Lanka,01-10-2007,291217,J Srinath,MF Maharoof,2007/08,male,bat,Sri Lanka,TH Wijewardene,"EAR de Silva,RE Koertzen",Rangiri Dambulla International Stadium,Sri Lanka,1,119
Australia,Kochi,India,02-10-2007,297794,BC Broad,BJ Haddin,2007/08,male,field,India,GA Pratapkumar,"SA Bucknor,SL Shastri",Nehru Stadium,Australia,1,84
England,,Sri Lanka,04-10-2007,291218,J Srinath,OA Shah,2007/08,male,bat,England,MG Silva,"RE Koertzen,TH Wijewardene",Rangiri Dambulla International Stadium,England,1,65
Australia,Hyderabad,India,05-10-2007,297795,BC Broad,A Symonds,2007/08,male,bat,Australia,GA Pratapkumar,"SA Bucknor,SL Shastri","""Rajiv Gandhi International Stadium",Australia,1,47
Australia,Chandigarh,India,08-10-2007,297796,BC Broad,MS Dhoni,2007/08,male,bat,India,GA Pratapkumar,"SA Bucknor,SL Shastri",Sector 16 Stadium,India,1,8
England,Colombo,Sri Lanka,10-10-2007,291220,J Srinath,AN Cook,2007/08,male,bat,Sri Lanka,EAR de Silva,"RE Koertzen,TH Wijewardene",R Premadasa Stadium,England,1,
Australia,Vadodara,India,11-10-2007,297797,BC Broad,MG Johnson,2007/08,male,bat,India,SL Shastri,"Aleem Dar,AM Saheba",Reliance Stadium,Australia,1,
England,Colombo,Sri Lanka,13-10-2007,291221,J Srinath,CRD Fernando,2007/08,male,bat,Sri Lanka,MG Silva,"EAR de Silva,RE Koertzen",R Premadasa Stadium,Sri Lanka,1,107
Australia,Nagpur,India,14-10-2007,297798,BC Broad,A Symonds,2007/08,male,bat,Australia,SL Shastri,"Aleem Dar,AM Saheba",Vidarbha Cricket Association Ground,Australia,1,18
Australia,Mumbai,India,17-10-2007,297799,BC Broad,M Kartik,2007/08,male,bat,Australia,GA Pratapkumar,"Aleem Dar,AM Saheba",Wankhede Stadium,India,1,
South Africa,Lahore,Pakistan,18-10-2007,299006,AG Hurst,AB de Villiers,2007/08,male,bat,South Africa,Zameer Haider,"BF Bowden,Nadeem Ghauri",Gaddafi Stadium,South Africa,1,45
Australia,Mumbai,India,20-10-2007,297800,BC Broad,G Gambhir,2007/08,male,bat,Australia,GA Pratapkumar,"AM Saheba,SL Shastri",Brabourne Stadium,India,1,
South Africa,Lahore,Pakistan,20-10-2007,299007,AG Hurst,Mohammad Yousuf,2007/08,male,bat,Pakistan,Riazuddin,"Asad Rauf,BF Bowden",Gaddafi Stadium,Pakistan,1,25
South Africa,Faisalabad,Pakistan,23-10-2007,299008,AG Hurst,Shahid Afridi,2007/08,male,bat,South Africa,Asad Rauf,"BF Bowden,Zameer Haider",Iqbal Stadium,Pakistan,1,
South Africa,,Pakistan,26-10-2007,299009,AG Hurst,SM Pollock,2007/08,male,bat,Pakistan,Zameer Haider,"Aleem Dar,BF Bowden",Multan Cricket Stadium,South Africa,1,
South Africa,Lahore,Pakistan,29-10-2007,299010,AG Hurst,M Ntini,2007/08,male,bat,South Africa,Riazuddin,"BF Bowden,Nadeem Ghauri",Gaddafi Stadium,South Africa,1,14
Pakistan,Guwahati,India,05-11-2007,297801,RS Mahanama,MS Dhoni,2007/08,male,bat,Pakistan,GA Pratapkumar,"IJ Gould,AM Saheba",Nehru Stadium,India,1,
Pakistan,Chandigarh,India,08-11-2007,297802,RS Mahanama,Younis Khan,2007/08,male,bat,India,AM Saheba,"IJ Gould,SL Shastri","""Punjab Cricket Association Stadium",Pakistan,1,
Pakistan,Kanpur,India,11-11-2007,297803,RS Mahanama,Yuvraj Singh,2007/08,male,field,Pakistan,SL Shastri,"IJ Gould,AM Saheba",Green Park,India,1,46
Pakistan,Gwalior,India,15-11-2007,297804,RS Mahanama,SR Tendulkar,2007/08,male,bat,Pakistan,GA Pratapkumar,"BR Doctrove,AM Saheba",Captain Roop Singh Stadium,India,1,
Pakistan,Jaipur,India,18-11-2007,297805,RS Mahanama,Shoaib Malik,2007/08,male,field,India,AM Saheba,"BR Doctrove,SL Shastri",Sawai Mansingh Stadium,Pakistan,1,31
New Zealand,Johannesburg,South Africa,23-11-2007,298795,J Srinath,AB de Villiers,2007/08,male,field,South Africa,M Erasmus,"IL Howell,BG Jerling",New Wanderers Stadium,South Africa,1,
New Zealand,Durban,South Africa,25-11-2007,298796,J Srinath,AB de Villiers,2007/08,male,field,South Africa,M Erasmus,"MR Benson,BG Jerling",Kingsmead,South Africa,1,
New Zealand,Port Elizabeth,South Africa,30-11-2007,298797,J Srinath,"JM How,BB McCullum",2007/08,male,bat,South Africa,IL Howell,"MR Benson,M Erasmus",St George's Park,New Zealand,1,
West Indies,,Zimbabwe,30-11-2007,317578,BC Broad,CJ Chibhabha,2007/08,male,field,West Indies,ID Robinson,"KC Barbour,BG Jerling",Harare Sports Club,Zimbabwe,1,30
New Zealand,Cape Town,South Africa,02-12-2007,298798,J Srinath,HH Gibbs,2007/08,male,bat,New Zealand,M Erasmus,"MR Benson,IL Howell",Newlands,South Africa,1,
West Indies,,Zimbabwe,02-12-2007,317579,BC Broad,RS Morton,2007/08,male,field,Zimbabwe,ID Robinson,"BG Jerling,RB Tiffin",Harare Sports Club,West Indies,1,110
West Indies,Bulawayo,Zimbabwe,07-12-2007,317581,BC Broad,JE Taylor,2007/08,male,field,West Indies,KC Barbour,"BG Jerling,RB Tiffin",Queens Sports Club,West Indies,1,
New Zealand,Perth,Australia,11-12-2007,291343,RS Mahanama,A Symonds,2007/08,male,bat,Australia,BNJ Oxenford,"SJ Davis,PD Parker",Western Australia Cricket Association Ground,Australia,1,54
New Zealand,,Australia,14-12-2007,291345,RS Mahanama,RT Ponting,2007/08,male,bat,New Zealand,BNJ Oxenford,"MR Benson,SJ Davis",Adelaide Oval,Australia,1,
New Zealand,,Australia,16-12-2007,291346,RS Mahanama,,2007/08,male,bat,New Zealand,BNJ Oxenford,"MR Benson,SJ Davis",Sydney Cricket Ground,,1,
West Indies,Port Elizabeth,South Africa,16-12-2007,319112,RS Madugalle,JE Taylor,2007/08,male,field,West Indies,M Erasmus,"IL Howell,BG Jerling",St George's Park,West Indies,1,
New Zealand,Hobart,Australia,20-12-2007,291347,RS Mahanama,RT Ponting,2007/08,male,field,New Zealand,BNJ Oxenford,"MR Benson,PD Parker",Bellerive Oval,Australia,1,114
Bangladesh,Auckland,New Zealand,26-12-2007,300426,BC Broad,JM How,2007/08,male,field,New Zealand,EA Watkin,"GAV Baxter,PD Parker",Eden Park,New Zealand,1,
Bangladesh,Napier,New Zealand,28-12-2007,300427,BC Broad,PG Fulton,2007/08,male,bat,New Zealand,EA Watkin,"AL Hill,PD Parker",McLean Park,New Zealand,1,102
Bangladesh,,New Zealand,31-12-2007,300428,BC Broad,DL Vettori,2007/08,male,field,New Zealand,GAV Baxter,"AL Hill,NJ Llong",Queenstown Events Centre,New Zealand,1,
India,,Australia,02-01-2008,291352,MJ Procter,A Symonds,2007/08,male,bat,Australia,BNJ Oxenford,"MR Benson,SA Bucknor",Sydney Cricket Ground,Australia,1,122
West Indies,Cape Town,South Africa,02-01-2008,298802,RS Mahanama,AG Prince,2007/08,male,bat,West Indies,M Erasmus,"SJA Taufel,RB Tiffin",Newlands,South Africa,1,
Bangladesh,Dunedin,New Zealand,04-01-2008,300429,BC Broad,JDP Oram,2007/08,male,field,New Zealand,AL Hill,"NJ Llong,PD Parker",University Oval,New Zealand,1,
West Indies,Durban,South Africa,10-01-2008,298803,RS Mahanama,AG Prince,2007/08,male,field,South Africa,BG Jerling,"Aleem Dar,SJA Taufel",Kingsmead,South Africa,1,100
Bangladesh,Wellington,New Zealand,12-01-2008,300430,BC Broad,DL Vettori,2007/08,male,field,New Zealand,GAV Baxter,"NJ Llong,PD Parker",Basin Reserve,New Zealand,1,137
India,Perth,Australia,16-01-2008,291353,MJ Procter,IK Pathan,2007/08,male,bat,India,BNJ Oxenford,"Asad Rauf,BF Bowden",Western Australia Cricket Association Ground,India,1,72
West Indies,Johannesburg,South Africa,18-01-2008,298804,J Srinath,SM Pollock,2007/08,male,field,South Africa,IL Howell,"BG Jerling,RE Koertzen",New Wanderers Stadium,South Africa,1,
West Indies,Centurion,South Africa,20-01-2008,298805,J Srinath,JP Duminy,2007/08,male,field,South Africa,BG Jerling,"DJ Harper,RE Koertzen",SuperSport Park,South Africa,1,
Zimbabwe,Karachi,Pakistan,21-01-2008,325800,BC Broad,Nasir Jamshed,2007/08,male,field,Zimbabwe,Riazuddin,"EAR de Silva,Zameer Haider",National Stadium,Pakistan,1,104
India,,Australia,24-01-2008,291354,MJ Procter,SR Tendulkar,2007/08,male,bat,India,SJ Davis,"Asad Rauf,BF Bowden",Adelaide Oval,,1,
Zimbabwe,Sind,Pakistan,24-01-2008,325801,BC Broad,Sohail Tanvir,2007/08,male,bat,Zimbabwe,Riazuddin,"EAR de Silva,Nadeem Ghauri","""Niaz Stadium",Pakistan,1,
West Indies,Cape Town,South Africa,25-01-2008,298806,J Srinath,SM Pollock,2007/08,male,bat,South Africa,M Erasmus,"DJ Harper,BG Jerling",Newlands,South Africa,1,86
